,user_id,sentiment_analysis,posted,item_id,recommend
47049,76561198039554307,2,2015,363970,1
47050,8668766429277467,0,2014,220200,1
47051,76561198039577653,1,2014,225080,1
47053,76561198039593711,2,2014,570,1
47054,shuttah627,1,2014,214700,0
47060,gillaz,2,2015,730,1
47061,Raixin,1,2015,313120,1
47071,alnrelly,2,2014,329190,1
47073,flagninja,2,2014,226620,1
47074,Kickass697,2,2014,203140,0
47075,76561198039748303,0,2014,47400,0
47077,76561198039772194,2,2014,238960,1
47078,76561198039780217,1,2015,287290,1
47079,76561198039781567,2,2015,287450,1
47080,76561198039811383,1,2011,440,1
47081,Shank69,2,2014,209870,1
47084,76561198039880975,2,28,463390,1
47085,76561198039881593,2,2013,211820,1
47086,76561198039900276,2,2014,49520,1
47087,76561198039917761,1,2014,289650,0
47090,Mikowmer,1,2014,317410,0
47091,76561198039957481,2,2013,213850,1
47092,LordMinion777,0,31,446380,1
47099,xXPOTATOSLADXx,2,2015,218620,0
47102,76561198040029843,2,2015,232090,1
47103,76561198040045482,2,2014,570,1
47104,dearcatherine,0,2015,293680,1
47105,IronSerb,1,2014,570,1
47106,76561198040079026,1,4,730,1
47107,henza,0,2015,242860,1
47110,IAmSouper,2,2015,72850,1
47111,QLD_sLAUGHTERdome,2,2015,274940,1
47115,76561198040149411,1,2015,223710,0
47116,76561198040157257,2,2014,221100,1
47117,76561198040177402,0,2014,226700,0
47119,vodkarter,0,2012,440,1
47120,Timcool123,2,2013,440,1
47121,76561198040197777,1,2014,238460,1
47122,76561198040259612,2,2,230410,1
47123,76561198040277893,2,2014,252490,1
47124,DarrenDingo,2,2014,4000,1
47125,76561198040335971,0,2014,440,1
47127,MikeeTheOG,2,2014,304030,1
47128,76561198040376739,2,2011,72850,1
47129,teydrey,2,2015,730,1
47130,Navardi,2,2015,113200,1
47133,76561198040398338,2,2013,58610,1
47135,76561198040423315,1,22,377160,0
47137,reggiestarr,2,2014,105600,1
47138,hhhhggfffgt,2,2014,730,1
47139,76561198040511651,2,2015,1250,1
47140,DwightSchruteFarms,1,2015,730,1
47141,76561198040572871,2,2014,213670,1
47144,76561198040596416,2,2013,4000,1
47146,76561198040615827,1,2015,34900,1
47147,76561198040641988,2,2013,107410,1
47148,76561198040692737,2,2015,730,0
47150,saintino,2,2014,248390,1
47151,J0bb3r3,2,2013,208480,1
47152,76561198040697106,1,2014,218620,1
47161,WWEELVIS,0,2015,232090,1
47163,therealdoogster,2,6,730,1
47164,princemart,0,14,437220,0
47173,76561198040788643,2,2014,253030,1
47175,76561198040791634,1,2014,226700,0
47176,76561198040838342,2,2013,8870,1
47177,tre-n,1,2015,94400,1
47179,Damnniggaz,1,2015,241640,1
47181,76561198040872590,2,2014,72850,1
47183,76561198040881217,1,2015,550,1
47185,76561198040889595,2,22,252490,1
47187,crashmatilda,2,2014,63710,1
47188,76561198040898248,1,2014,440,1
47189,76561198040951559,1,2015,730,1
47190,76561198040965712,1,2014,72850,1
47191,kingkottah,2,2014,248820,1
47193,ac_elite,0,2013,22380,1
47203,presk,1,2015,730,1
47204,76561198040991099,0,2014,307290,1
47207,kjcrisis,2,2014,218620,1
47209,76561198041010910,1,2015,730,1
47210,wealthybigpenis69,0,2014,226700,0
47219,eileen007,2,2014,730,1
47220,76561198041076487,2,18,273350,1
47222,bzrkII,1,2015,365450,1
47223,76561198041083599,2,2014,203160,1
47224,76561198041083847,2,2015,265630,1
47226,76561198041086959,2,2014,221910,1
47227,76561198041095402,2,2014,21970,1
47228,Dragonitesunite,2,2015,344460,1
47231,Mamski,2,2015,730,1
47233,gummiie,2,2015,22380,1
47234,76561198041127602,2,2015,358250,1
47235,2slippy,1,6,464780,1
47238,76561198041134831,2,2015,730,1
47239,Keysie157,2,2014,4000,1
47240,76561198041156726,2,2014,113200,1
47241,detcaderm5,0,2015,319630,1
47242,SpecialFireBrigade8,2,2014,268750,1
47252,nguyenkytrung,2,2014,730,1
47253,76561198041201937,0,21,305960,0
47255,PandaUntilTheEnd,2,2015,346110,1
47258,stormman176,2,2014,245550,1
47259,RobinIsEpicefsyrsenwrbgbae,2,2015,242720,1
47260,76561198041236811,2,2013,113400,1
47261,ActuallyBonobo,1,2014,730,1
47263,76561198041244743,2,2015,340810,1
47264,lolnu,0,2015,304930,0
47265,pvt_pineapple,2,2013,206190,1
47266,76561198041273786,2,2014,570,1
47267,76561198041282985,2,2014,8870,1
47268,NeonSabre,0,2014,304930,1
47269,76561198041308217,2,2014,302010,1
47272,Jabbawoki,2,2015,290080,1
47273,samiamyel,2,2015,236110,1
47274,76561198041350926,1,2015,209160,1
47275,Gaarashuffles,2,2015,221380,1
47276,mu5tank,2,2014,201810,1
47278,Varfeux,2,2015,304050,1
47279,76561198041480235,2,2013,61600,1
47280,76561198041513805,2,2015,299360,1
47281,brucenet,2,9,41700,1
47282,crownnovacrown,1,2014,247730,0
47283,PlayDusty,0,2015,343710,1
47286,matheusgarcias,2,2015,105600,1
47289,anenragedpeanut,0,2015,310370,0
47291,76561198041642085,1,2013,218620,1
47292,76561198041680881,1,2015,19680,1
47293,solesdn,1,2012,22380,1
47302,76561198041746681,1,2014,239220,0
47303,76561198041772428,2,2014,17510,1
47307,76561198041774278,2,2013,109600,1
47308,76561198041778707,2,9,383870,1
47315,76561198041780071,0,2015,273110,0
47317,76561198041784363,2,2014,211820,1
47318,therestisnoise,1,2014,313740,1
47320,crysis049,2,2014,241930,1
47321,76561198041815803,2,2014,268750,1
47322,driftinWITHIN,2,2011,550,1
47323,76561198041842088,1,2015,242860,1
47324,76561198041865057,2,2015,218620,0
47327,nuddebeee,2,2014,1840,1
47328,76561198041890490,2,2014,206440,1
47330,11111121111122221,2,2014,328070,1
47332,Vrilyax,0,2015,333930,1
47334,The_Cereal_Killer,2,2015,277590,1
47335,djhoneybadger,2,2013,8980,1
47340,DeceitfulPhoenix,1,2013,221100,1
47341,76561198042083443,2,2013,219150,1
47343,76561198042091714,2,2014,282440,1
47344,nochallenge,2,2013,207610,1
47346,76561198042112752,2,12,344450,1
47348,percythelostgoat,1,2014,330830,1
47349,76561198042121023,0,2,72850,1
47352,thompa,2,2014,440,1
47353,76561198042136913,1,12,327070,1
47355,corey639,2,2014,730,1
47357,76561198042153608,2,31,293260,1
47360,xyzzi,2,2011,105600,1
47361,76561198042171301,1,2014,22350,1
47363,76561198042192184,2,2015,48700,1
47365,76561198042192960,2,2014,730,1
47368,76561198042219417,2,2014,242760,1
47369,salt_peppered,1,2014,44350,1
47370,76561198042220203,1,2014,209000,1
47371,76561198042266501,2,2014,48700,1
47374,76561198042266969,2,2015,351970,1
47377,xINarcho,2,14,418070,1
47380,zaukster,2,2014,233450,1
47387,76561198042288226,2,2014,107100,1
47388,kensaiD2591,0,2014,209340,0
47394,76561198042346933,0,2014,313160,0
47395,mexicantaco,2,2013,8870,1
47396,76561198042372638,1,2014,8930,1
47397,76561198042400108,1,2015,323370,1
47398,Hypahh,2,2015,105600,1
47400,76561198042424269,2,2013,239350,1
47401,Daaannns,1,2013,220160,1
47404,acezu,2,2014,730,1
47405,76561198042450234,2,2012,105600,1
47406,76561198042452592,1,16,440,1
47407,Bjosx,2,2014,570,1
47408,The_Hacker_4chan,1,2015,730,1
47409,koebkoeb,2,24,570,1
47411,76561198042469893,2,2013,440,1
47412,76561198042471841,2,2014,570,1
47417,alexlackner,2,2013,570,1
47420,76561198042503321,1,2014,730,1
47421,76561198042518125,1,2013,233720,1
47423,76561198042520511,0,2014,730,1
47425,76561198042541826,1,2014,107410,1
47426,asdf555,1,2015,38410,1
47427,WolfgangKillDemAll,1,2014,220,1
47433,joaquinable,2,13,374320,1
47434,76561198042581032,2,2014,202170,1
47435,Infamousjeck,2,2014,221100,1
47437,76561198042612057,0,2015,319910,0
47439,76561198042638369,2,2014,570,1
47440,DankestMemeFactoryL33T,2,2014,239220,1
47442,76561198042675136,0,2014,252490,0
47443,bherick,1,2015,301520,1
47444,76561198042684717,2,2015,265930,1
47447,76561198042743118,0,2013,202170,0
47448,76561198042754142,2,2015,730,1
47449,bantus_,0,2014,570,1
47451,76561198042760534,2,2014,252670,1
47452,JCDon12,2,2015,236390,1
47457,76561198042790533,2,2014,570,1
47458,boobies99,1,2014,440,1
47460,mysticalmysteries,2,2015,620,1
47463,Harry_Mess,2,2014,232430,1
47464,76561198042856696,2,2014,282760,1
47465,end_,2,2011,2200,1
47466,That_Chap,2,29,353370,0
47468,76561198042907638,1,2014,208730,0
47469,76561198042925191,2,2015,354650,1
47470,76561198042950892,1,2013,20920,1
47471,wh1zzyboy,2,2015,243970,1
47475,DonnyTheDealer,0,2014,304930,1
47479,76561198042997704,2,8,424280,1
47480,The_Lord_of_the_Tacos,2,2013,203770,1
47481,Unit_011,0,2015,8930,1
47482,76561198043018658,1,2015,550,1
47487,vernichten,2,2015,211420,1
47496,76561198043042471,2,2014,263540,1
47497,NIGGERLET,2,2014,8870,1
47498,reywqrrtty,2,2014,265630,1
47503,76561198043095159,2,2015,239820,1
47504,76561198043095549,2,2014,211820,1
47505,76561198043096353,2,24,364360,1
47508,knytesaber,2,2014,317260,1
47509,76561198043112528,2,2014,230090,0
47510,dsmob,2,2014,730,1
47511,jazarey,0,2015,346110,1
47514,76561198043147411,2,2014,620,1
47515,MurphyM8,1,7,211820,1
47516,Qualbert,0,2015,262060,1
47526,RAYNNNISREADY,0,7,407840,1
47529,benpk34alt,1,2014,252490,1
47530,76561198043175946,1,2015,265630,1
47531,TheHeadBitch,2,30,211420,1
47532,76561198043192599,2,2014,244930,1
47533,bymyselfformyself,1,2014,245150,1
47536,76561198043204153,2,9,730,1
47537,inkinthehart,2,2015,50620,1
47540,76561198043209505,2,2014,301520,1
47541,76561198043248019,2,2013,244850,1
47542,76561198043276490,0,2014,218230,1
47543,williamfranklin,1,2015,440,1
47544,hhheckle,2,2014,730,1
47545,76561198043351079,2,2014,570,1
47546,76561198043392285,2,2014,207230,1
47548,76561198043393155,0,2013,109400,1
47549,76561198043452448,2,2014,222880,1
47550,Nasty_is_cool,1,2013,440,1
47551,76561198043454585,2,28,235540,0
47556,76561198043457790,2,21,440,0
47559,76561198043469792,2,2014,280740,1
47560,76561198043499851,2,2014,250320,1
47561,76561198043529964,2,2013,730,1
47562,-PRoSlayeR-,2,2015,201570,1
47564,76561198043594420,1,2014,225080,1
47566,anarchyjr,2,7,319630,1
47568,TeFauPeHaDe,0,26,730,0
47571,76561198043624811,2,2013,730,1
47572,76561198043631496,0,2014,730,1
47573,76561198043633744,2,2015,363970,1
47574,JiggySaur,2,2013,261030,1
47575,76561198043639144,1,2015,22370,1
47576,76561198043664811,2,12,206440,1
47581,axzalar,0,2014,252490,0
47583,quantummagnum,2,2014,440,1
47584,zombifiedddd,2,2014,236430,1
47585,76561198043699745,2,2014,620,1
47587,76561198043707981,2,2015,49520,1
47589,76561198043713459,2,2015,257170,1
47590,76561198043717627,1,2014,228940,1
47592,voldemosh,1,2015,232090,1
47595,76561198043733532,1,2014,42910,1
47596,Red_Kn1ght,2,2015,251430,1
47597,76561198043737314,0,2014,269390,1
47598,76561198043753683,2,2015,367580,1
47601,76561198043770221,1,2014,72200,1
47602,generalstubbs,2,26,40700,1
47606,magmantis,0,2014,248820,1
47607,bruxozi,1,2015,241930,1
47616,76561198043795163,2,2015,440,1
47617,76561198043816164,2,2015,220,1
47618,76561198043818962,2,2014,231160,1
47619,75k12,1,2014,214510,1
47622,HerbFreak,2,2014,218620,1
47623,PR_JT,1,2014,440,1
47624,MrDestroy12,2,2011,440,1
47625,invantage,2,2014,440,1
47626,76561198043904527,2,2014,4000,1
47627,76561198043905413,2,2014,245470,1
47628,Darthlambrou,2,2014,550,1
47630,76561198043928101,2,2014,550,1
47631,chandlerthewise,1,2015,310370,0
47632,76561198043946150,1,11,49520,1
47634,76561198043958807,0,2014,570,1
47636,Airtay,0,2014,221640,1
47640,I_Is_Spider,1,2014,440,1
47641,nimwashere,2,2014,570,1
47642,Wazkick3n,2,2014,730,1
47643,76561198044018636,2,2014,273110,1
47649,Ilikesalad,2,2015,214490,1
47656,PUGSAREPRO,2,2014,244850,1
47659,fusefinal,1,2014,8190,1
47660,76561198044027872,1,6,265550,0
47664,BreakerrOne,2,9,386360,1
47666,76561198044034973,2,2014,570,1
47667,Weet_Bix_Kid_97,2,2014,440,1
47668,jtman12345678,2,2014,304930,1
47669,EL_BARTO92,2,2015,550,1
47670,76561198044092869,2,2014,8870,1
47671,carlosbala,1,2015,4000,1
47672,76561198044116529,2,2014,4580,1
47673,76561198044120483,2,4,227940,1
47680,76561198044128695,1,2014,440,1
47681,impulsivityy,2,2014,252490,1
47682,76561198044136381,2,2013,252490,1
47683,miniondemarco,2,2013,20,0
47685,orangemuffin,2,15,273350,1
47687,Sir_Scmoofie,2,2014,241930,1
47688,76561198044143456,1,12,372000,1
47690,Beeplmao,2,2014,13600,1
47699,magicoluan,1,2013,440,1
47700,MoaRGaYbACoNStRiPs,2,2013,550,1
47701,NateTheSquid,2,2015,211820,1
47702,whostoledandan,2,2015,730,1
47703,christopherlane,2,2013,221910,0
47704,Gotcharrr,0,2014,263280,1
47710,Jem93,1,2012,440,1
47711,76561198044272190,1,2013,221910,1
47714,76561198044276877,2,2014,730,1
47715,DDelay,1,2015,244850,1
47716,ThereInTheTrees,2,2013,340,1
47718,achthenuts,2,2011,440,1
47719,76561198044351737,2,2014,730,1
47720,mynamej3ff,1,2013,202970,1
47722,rebarb,2,2012,570,1
47723,Namey5,2,2014,233450,1
47729,Vextraaa,2,2013,4000,1
47730,76561198044386834,2,2014,24960,1
47731,gamesdead,2,2014,730,1
47732,xxrileyyzz,2,16,10090,1
47738,bigboogaloo,1,2014,4000,1
47740,glitchsteal,0,2014,22330,1
47743,Bestsonaau,1,2015,303210,1
47744,76561198044448809,2,2015,287700,1
47745,voorzaat,2,2014,38600,1
47746,76561198044456214,2,2015,440,1
47747,76561198044485625,1,2014,4000,1
47748,meekaplier,2,2014,207140,1
47752,uprisingreaperx,2,2014,208090,1
47757,davyblue92,2,2014,440,1
47758,MrDeath681,2,2013,244850,1
47759,Nightxlash,2,2014,230410,1
47760,76561198044574089,1,2015,236390,1
47762,76561198044578205,1,2014,236510,1
47763,Kiwianim,2,2013,218230,1
47764,76561198044593988,2,2015,261640,1
47765,76561198044602692,2,2015,310370,1
47766,76561198044603144,1,2012,440,1
47767,76561198044618156,2,2015,302830,1
47768,ElvisDetonandos,1,2015,253980,1
47771,ForcedMeMees,0,16,730,1
47774,76561198044634932,2,2015,730,1
47775,alpal88,2,2015,234190,1
47779,kotorlord44,1,2013,205100,1
47781,GhostMusic,0,10,322500,1
47786,76561198044688378,2,2013,250500,1
47788,76561198044716809,2,2014,218620,1
47793,76561198044722565,2,2014,242680,1
47794,stirfru,1,2015,730,1
47795,morpheusimhotep,2,2012,40930,1
47796,damotaur,2,2014,250600,1
47798,76561198044815084,2,12,228740,1
47801,SoenBR,1,1,237930,1
47804,PredatoryStarfish,2,2013,34900,1
47805,Mikkyb,1,2013,49520,1
47806,76561198044873127,2,2013,39140,1
47807,76561198044890018,1,2014,49520,1
47808,76561198044934299,2,2013,17470,1
47809,MrCalvino,2,2014,252490,1
47810,76561198044944581,1,2015,251570,0
47811,mitch8ham,2,2014,218620,1
47816,TheUltimateFilipino,1,2015,383980,1
47817,Nuewman,2,2013,240,1
47818,76561198044989220,2,2014,204360,1
47819,ziqan,2,2015,248820,1
47820,76561198045002205,2,2015,15620,1
47822,YepItsTiho,2,2015,113400,1
47824,Adam201028,2,2014,236370,1
47827,76561198045070923,2,2012,35450,1
47831,theprettybunch,2,2014,113020,1
47833,pikarchoo,0,20,730,1
47834,76561198045080203,1,2015,570,1
47836,unlessitsafarm,2,2014,208090,1
47837,76561198045086352,0,2014,231060,1
47838,M16Vampire,0,19,234140,1
47841,76561198045124591,1,29,275850,0
47842,Tyrranis,1,2012,1250,1
47845,NocturnalKnight2,2,2014,239030,1
47846,76561198045161688,2,2015,236090,1
47847,pootmakingdispenser,2,2012,440,1
47848,whenthegeeseattacks,2,2014,570,1
47849,76561198045222792,0,2014,221100,1
47856,strayadard,2,2012,105600,1
47857,76561198045266632,2,2014,304930,1
47858,nerds4lyfe,2,2014,319510,1
47862,76561198045293123,2,4,7760,1
47863,76561198045296161,0,2015,12140,1
47864,pavelkadots,2,2015,50300,1
47867,Teenrouge,0,2015,329950,1
47868,76561198045316180,1,2013,4000,1
47872,76561198045323634,0,2014,99900,1
47873,thisismygifturl,2,2014,218680,1
47874,76561198045351949,2,2015,227940,1
47876,76561198045373498,2,2014,235600,1
47877,buzyx,1,3,730,1
47878,76561198045377236,2,2015,346110,1
47880,bentommy,2,2014,290080,1
47882,monkeyseemonkeydoo,2,2014,48700,1
47884,KillerThriller,2,2014,233130,1
47888,coztenza,1,2015,72850,0
47891,mr_j_ghostly,2,2014,204100,1
47893,76561198045470177,0,2015,104700,0
47894,76561198045477018,1,2015,315880,0
47896,alacpt,2,2014,221100,1
47898,Bongbee,1,2014,278080,1
47899,76561198045542486,2,2013,7670,1
47900,76561198045547769,2,2014,227180,1
47901,76561198045565399,1,2013,440,1
47902,Jellyman93,2,2014,220200,1
47903,Widzialny,1,2014,203770,1
47904,Slipzpers,2,2014,238460,1
47905,76561198045627858,1,3,109400,1
47908,76561198045632922,2,2014,43160,1
47909,76561198045633274,0,1,292030,1
47911,76561198045638432,2,2015,253710,1
47914,KrimzonTA,1,2015,35140,1
47915,oio20199,1,2013,220,1
47917,CdogAu,2,2015,730,1
47918,76561198045708291,2,2014,234190,1
47919,evofrex,2,28,200210,1
47920,ej600,0,2014,291480,1
47922,StayMad,2,2015,390670,1
47923,killersam5215,1,2015,440,1
47925,kswk,2,2015,570,1
47929,ZiReach,2,14,203160,1
47934,bigboygeorge,2,2014,230410,1
47935,DerpyAssassin,2,2014,212800,1
47938,76561198045816839,1,2015,221100,1
47939,Clankrocks,1,2015,12210,1
47941,ppusssy,0,2015,570,0
47943,76561198045834194,2,2014,206210,1
47944,76561198045838636,2,2015,730,1
47947,Trythion,2,2014,211820,1
47948,76561198045877315,2,2015,105600,1
47949,picworthe,0,2015,391540,1
47958,76561198045891077,2,2015,237930,1
47959,76561198045895742,2,2014,22380,1
47960,malekii999,2,2014,212680,1
47961,randomnumbers217,2,2013,8930,1
47962,76561198045948210,2,2014,236390,1
47963,WeTheGods,2,2013,221100,1
47964,76561198045959168,2,2014,252490,1
47965,76561198045971049,1,2014,265930,1
47966,jiskastla,2,2014,440,1
47967,bullmastiffs,2,2014,107410,1
47968,76561198046000848,2,2013,250420,1
47970,76561198046002444,2,2014,212680,1
47976,ProfChadington,1,2014,440,1
47977,HadleighGreen,2,2014,99900,1
47980,timetotossthediceagain,2,2014,282440,1
47982,MisterSkellington,2,2014,219990,1
47986,76561198046021047,2,2014,440,1
47987,CAIDENROX,2,2015,110800,1
47991,76561198046024745,2,2014,265210,1
47992,76561198046045570,2,2013,220200,1
47993,OBCyborg,2,2014,24790,1
47998,76561198046049932,2,2014,440,1
47999,76561198046066175,1,2013,221100,1
48000,76561198046089580,1,2015,2700,1
48001,justin1011,2,2014,207140,1
48005,76561198046095748,0,2015,570,0
48006,psssssssssssssssssssh,2,2015,105600,1
48007,76561198046114151,2,2014,209870,1
48009,chloepetersen,2,2014,730,1
48010,76561198046128346,2,2013,211820,1
48011,de_edwardo,2,2014,105600,1
48012,Schlongbergsachs,2,2014,72850,1
48015,AQuestionableCharacter,1,23,444250,0
48016,90s_cars,2,2014,227300,1
48019,subwooper,1,2014,208090,1
48021,PlayerXD2,1,27,440,1
48022,76561198046211301,2,2014,250320,1
48025,76561198046214713,2,26,319630,1
48026,sparid,2,2014,49520,1
48027,navman360,2,2014,4000,1
48029,Ranger772,2,2014,244850,1
48030,76561198046339462,2,2013,211820,1
48032,76561198046353635,2,2014,222900,1
48033,maxwellstime,2,2013,620,1
48034,camnaldergames,2,2015,39000,1
48035,76561198046360299,0,2015,1250,1
48036,76561198046396625,2,2013,440,1
48037,warung,2,2014,570,1
48039,76561198046426932,2,2014,230410,1
48040,76561198046427260,0,2014,440,1
48041,76561198046431048,2,2015,334230,1
48042,slightlybetterthanjesus,1,2014,570,1
48043,kaboomgames,1,2013,211820,1
48044,76561198046474248,2,2014,49520,1
48052,rexmatical,2,2015,211420,1
48059,WishForNight,2,2015,273350,1
48062,76561198046477340,1,2014,221640,1
48063,trollviper,2,2013,1250,1
48064,mrkerfuffle,2,2014,252490,1
48065,76561198046508287,2,2014,17080,1
48066,76561198046508397,2,2013,440,1
48068,76561198046510669,2,2015,269210,1
48069,iwantsauce,2,15,334230,1
48070,76561198046546837,0,2013,34330,1
48074,beepboopbop,2,17,347560,0
48077,76561198046582634,1,2015,226700,1
48082,76561198046612873,2,2014,211820,1
48084,76561198046614897,2,2013,9900,1
48085,DatWombat,0,2015,6060,1
48086,DjPTTR,2,2015,730,1
48089,76561198046668535,1,2014,221100,0
48090,76561198046713163,0,2015,387970,0
48091,strangemoose,2,2015,236430,1
48092,manbeastAD,2,2013,236390,1
48093,76561198046730416,0,2015,200210,0
48095,KingPahn,1,2013,238320,1
48096,Brensarinn_,1,2014,550,0
48097,76561198046767905,2,13,321060,1
48098,liambull,2,2014,220,1
48100,saalazar,2,24,252490,1
48102,76561198046804443,2,2014,730,1
48103,chapechap,2,2015,319630,1
48104,76561198046813617,2,2015,227700,1
48107,76561198046815037,2,2015,105600,1
48108,76561198046818156,1,2014,4920,1
48111,GetyourMedz,2,2014,211820,1
48115,76561198046825758,2,2015,440,1
48117,paojdsflkasjfda,1,2015,213670,1
48118,76561198046834503,1,2014,22300,1
48119,BRexona,1,2014,252490,1
48124,_gary_the_snail,2,2015,730,1
48126,76561198046856087,2,2014,221100,1
48128,76561198046856125,2,2014,211820,1
48129,DequanBeatz,1,12,227700,0
48131,rangerftw,2,2014,304930,1
48132,killer9458,2,2012,440,1
48133,76561198046907159,2,14,261640,0
48134,76561198046912687,0,2014,113200,1
48135,DaJames,2,2014,247910,1
48136,Sabatonic,2,2015,252950,1
48139,Yunzz,2,2013,730,1
48140,jellyblobofdoom,1,2014,268420,1
48141,bizarregamingspike,2,2014,203140,1
48142,Sum1_Else,2,2014,730,1
48144,jimbylad,0,25,379720,1
48146,spidermanhoodies4sale,1,2015,296470,1
48153,76561198047016483,2,17,223710,0
48154,Josefuuu,2,2013,440,1
48155,garyyy__,2,2014,49520,1
48156,ZYZZ__,1,2014,570,1
48157,coolarj1st,2,2014,570,1
48158,greenie1995,2,2013,220,1
48160,Cropmy5,2,2013,212680,1
48161,76561198047204024,2,2013,200510,1
48162,spartanwarrior662,2,20,6060,1
48170,Blaziiken,2,2014,230410,1
48172,JolteonBro,2,2012,400,1
48173,76561198047241469,0,2014,304930,1
48174,FancyPantal00ns,1,2014,304930,1
48176,wazzawazza80profile,1,2015,313010,0
48177,fulldroid,1,2014,304930,1
48179,76561198047272446,1,2013,440,1
48180,76561198047307338,1,2014,204300,1
48182,Rellikthekiller,0,2015,12750,0
48183,76561198047316836,2,2014,227300,1
48184,TuakyGuy,1,2014,570,1
48186,76561198047324655,2,2014,218620,1
48187,gunfightgamer,1,2014,72850,1
48190,76561198047360521,2,13,570,0
48191,Ized1,2,2014,730,1
48192,vietskies,0,2014,313740,1
48193,TheRainbowCow,2,2014,730,1
48194,clivepalrner,1,2015,47870,1
48195,klortar,1,2012,440,1
48196,76561198047478302,1,25,12200,1
48197,76561198047485108,0,2015,71340,1
48199,76561198047491592,2,2014,42160,1
48205,76561198047522949,0,2014,57300,1
48206,MurQzilla,0,1,364360,0
48207,browy,2,2015,319630,1
48208,Deflaborator,2,2013,221100,1
48209,Astrona,0,2015,206440,1
48214,76561198047586862,2,2014,304930,1
48215,76561198047593692,2,2015,730,1
48217,Spawn_Killer,2,2014,21690,1
48218,Kruximity,2,12,365450,1
48220,Bonk_Boy,1,2012,440,1
48222,76561198047625991,2,2014,730,1
48223,someoneonly,2,2015,203160,1
48224,76561198047638481,2,2014,72850,1
48225,LukePypo,2,16,292030,1
48227,76561198047646126,0,2014,570,1
48228,biggestscrublordoce,1,2014,440,1
48229,76561198047666453,2,2014,245280,1
48230,76561198047679159,2,2014,242860,1
48238,tskate,2,19,264710,1
48244,76561198047692497,2,2014,45750,1
48248,76561198047693993,1,2015,223470,1
48251,76561198047694111,2,2015,264710,1
48255,Pup2,2,2014,730,1
48256,76561198047704110,2,2014,730,1
48259,76561198047711462,2,20,730,1
48261,76561198047720580,2,2014,200210,1
48263,76561198047747981,1,2015,730,1
48265,76561198047772662,2,2015,730,1
48266,76561198047774264,2,29,434570,1
48267,76561198047814645,2,2014,218620,1
48268,76561198047823418,2,2014,440,1
48269,awesomenoobpwns,1,2011,440,1
48270,76561198047861593,1,2014,72850,1
48271,76561198047949269,2,27,730,1
48272,76561198047968422,2,2015,440,1
48273,v_E1iTe,2,2013,211820,1
48276,76561198047991989,2,2015,730,1
48277,hughloscher,2,25,242860,1
48279,76561198048016956,2,2014,248170,1
48285,76561198048018550,2,2014,730,1
48286,76561198048026368,0,2014,440,0
48287,76561198048062725,2,2014,4000,1
48288,youdienow,2,2015,334040,1
48290,76561198048119581,2,2014,8930,1
48291,76561198048121021,1,2015,340610,1
48292,76561198048121441,2,2013,4000,1
48293,76561198048130107,2,2015,417860,1
48294,76561198048134668,2,2014,105450,1
48295,vDevyy,2,2014,242860,1
48296,TheJaguar8,2,2015,730,1
48297,76561198048184625,2,2015,215100,1
48299,07846813956825,1,2015,218620,0
48301,AceCSGO,2,2015,240,1
48306,76561198048240622,1,23,291550,1
48311,harambeoohhhhhharambe,2,2015,730,1
48312,erraformer,0,2013,206420,1
48313,76561198048292871,2,2015,440,1
48314,AH_Rablah17,1,2014,730,1
48315,76561198048309884,1,2014,241560,1
48316,76561198048315303,2,2015,570,1
48317,76561198048334813,2,2015,271590,1
48320,76561198048346071,1,27,730,1
48322,76561198048350991,2,2015,730,1
48326,76561198048357969,2,2014,221640,1
48327,MurderTimeFunTime,2,2013,202170,1
48328,pingy_,0,2015,307780,0
48329,RawwwwZz,2,2012,4000,1
48330,76561198048416962,1,2014,730,1
48331,76561198048424818,2,2015,440,1
48332,Jordanmuss,2,2015,359320,1
48336,76561198048435361,0,2015,377160,1
48340,76561198048437384,2,2014,202970,1
48342,cjdevine8807,1,2015,346900,1
48343,76561198048459138,2,2013,440,1
48346,Cerater,2,8,230410,1
48347,76561198048495843,2,2014,218620,1
48349,76561198048499169,1,2015,297810,0
48352,76561198048506749,2,2012,204360,1
48361,4i20swagyolo69,0,2014,1250,1
48365,76561198048529546,2,2014,730,1
48366,turtle234,2,2014,48240,1
48367,76561198048591384,0,2014,200210,1
48369,76561198048650648,2,2013,570,1
48370,76561198048691489,1,2015,201870,1
48371,76561198048691905,2,2015,211820,1
48372,smartikools,2,2014,208090,1
48373,76561198048693328,0,4,730,1
48374,FronzillaAU,1,2013,38830,1
48375,76561198048703180,1,2015,15620,0
48376,76561198048713880,1,2015,242860,1
48377,alvincso,2,2014,730,1
48378,76561198048746179,2,6,291480,1
48379,76561198048749210,2,2014,271290,1
48380,Casowsky,0,2,431240,1
48381,StoicWilly,2,2014,730,1
48385,76561198048794398,1,2015,203290,1
48386,lilslavyboy,0,2014,730,1
48393,peanutBACON,1,2014,252490,1
48394,darrylcheng,2,2015,440,1
48401,76561198048824676,2,2014,241540,1
48402,Spasticmario,2,13,8190,1
48406,jackedowns8,2,2013,259080,1
48407,ikickarse1,2,2012,620,1
48408,76561198048909927,2,2014,440,1
48409,76561198048912103,2,2015,322330,1
48410,Pastor_Of_Muppets_91,2,2013,108710,1
48411,Spooky_Scary,2,2014,730,1
48413,76561198048927477,2,2014,34330,1
48414,76561198048930835,2,2015,296490,1
